province,country,year,yield,t2m_M1,t2m_M2,t2m_M3,t2m_M4,t2m_M5,t2m_M6,t2m_M7,t2m_M8,rh2m_M1,rh2m_M2,rh2m_M3,rh2m_M4,rh2m_M5,rh2m_M6,rh2m_M7,rh2m_M8,ws10m_M1,ws10m_M2,ws10m_M3,ws10m_M4,ws10m_M5,ws10m_M6,ws10m_M7,ws10m_M8,ps_M1,ps_M2,ps_M3,ps_M4,ps_M5,ps_M6,ps_M7,ps_M8,frost_days_M1,frost_days_M2,frost_days_M3,frost_days_M4,frost_days_M5,frost_days_M6,frost_days_M7,frost_days_M8,snodp_M1,snodp_M2,snodp_M3,snodp_M4,snodp_M5,snodp_M6,snodp_M7,snodp_M8,pw_M1,pw_M2,pw_M3,pw_M4,pw_M5,pw_M6,pw_M7,pw_M8,code
abruzzo,italy,2010,361.94000244140625,0.43483870967741933,1.3542857142857143,3.970322580645161,7.969333333333334,10.891935483870967,15.961666666666668,20.97935483870968,20.668387096774193,93.03677419354838,91.26285714285714,83.96870967741935,78.53166666666667,79.91129032258064,66.854,57.634516129032264,56.171290322580646,2.9993548387096776,3.3789285714285713,2.791612903225807,2.327,3.0306451612903227,2.5723333333333334,2.039032258064516,2.196451612903226,88.99258064516128,88.57071428571429,89.57612903225807,89.70633333333333,89.41,89.62133333333333,89.93580645161289,89.83483870967743,26.0,18.0,15.0,2.0,0.0,0.0,0.0,0.0,14.84258064516129,15.096785714285716,7.056451612903226,0.26066666666666666,0.0,0.0,0.0,0.0,0.9103225806451613,1.0017857142857143,1.0293548387096774,1.2753333333333332,1.6474193548387097,1.9326666666666665,2.2729032258064517,2.2158064516129032,IT
abruzzo,italy,2011,356.42999267578125,1.3806451612903226,1.98,3.7422580645161294,8.718666666666667,12.068064516129033,17.187333333333335,19.24290322580645,21.99516129032258,89.53774193548388,78.98428571428572,86.30483870967741,74.69833333333332,72.9658064516129,69.37733333333334,60.30032258064516,50.55193548387096,1.9912903225806453,3.2296428571428573,3.223225806451613,2.6396666666666664,2.7638709677419357,2.0669999999999997,2.391935483870968,1.7587096774193547,89.64548387096775,89.455,89.86064516129032,89.67433333333334,89.87709677419355,89.86999999999999,89.62741935483871,89.95290322580645,18.0,18.0,14.0,3.0,0.0,0.0,0.0,0.0,12.146451612903226,6.166785714285715,6.1245161290322585,0.0,0.3025806451612903,0.0,0.0,0.0,0.937741935483871,0.6721428571428572,1.033548387096774,1.2566666666666668,1.5390322580645162,2.151333333333333,2.1093548387096774,2.120967741935484,IT
abruzzo,italy,2012,369.9200134277344,0.4238709677419355,-2.084827586206896,6.228064516129032,7.930666666666667,11.989354838709678,20.091666666666665,22.59193548387097,23.140967741935484,84.56451612903226,90.23862068965518,72.92096774193548,79.17366666666666,69.70967741935483,55.125,45.531612903225806,43.99161290322581,3.0290322580645164,3.4289655172413793,3.1438709677419356,3.2483333333333335,2.601290322580645,2.2053333333333334,2.7316129032258067,2.0187096774193547,89.79645161290323,89.38137931034483,90.22709677419354,88.95733333333334,89.6841935483871,89.90466666666666,89.87096774193549,90.04483870967742,25.0,23.0,8.0,3.0,1.0,0.0,0.0,0.0,8.13967741935484,21.41689655172414,0.20161290322580644,1.7710000000000001,0.0,0.0,0.0,0.0,0.7764516129032258,0.7675862068965518,0.9558064516129032,1.2856666666666667,1.5164516129032257,2.0316666666666667,1.9848387096774194,2.0325806451612904,IT
abruzzo,italy,2013,0.0,1.4641935483870967,0.2785714285714285,4.319999999999999,9.412666666666667,11.067419354838709,15.437999999999999,19.848064516129032,21.052258064516128,92.18354838709678,87.4817857142857,87.59322580645161,76.89233333333333,77.44032258064516,71.36466666666666,60.109032258064516,56.96322580645161,2.888709677419355,3.0189285714285714,3.703225806451613,2.783666666666667,3.049677419354839,2.0466666666666664,1.7070967741935485,1.9358064516129032,89.11193548387097,88.87892857142857,88.73,89.58366666666667,89.36193548387098,89.861,90.10548387096775,89.98774193548387,20.0,26.0,9.0,1.0,0.0,0.0,0.0,0.0,9.123870967741937,16.771428571428572,4.031935483870968,0.0,0.0,0.0,0.0,0.0,0.9438709677419356,0.7535714285714287,1.1303225806451613,1.365,1.562258064516129,1.8673333333333335,2.2316129032258067,2.213225806451613,IT
abruzzo,italy,2014,374.7699890136719,3.7651612903225806,4.508928571428571,5.041290322580645,8.089333333333334,11.04225806451613,16.23966666666667,17.598064516129032,19.649677419354838,91.91612903225807,90.78535714285714,83.03774193548388,82.53333333333333,77.49258064516128,72.19800000000001,70.4574193548387,61.97677419354839,3.0529032258064515,3.2257142857142855,3.0406451612903225,2.749,2.4351612903225806,2.1926666666666668,2.463225806451613,2.2716129032258063,89.25064516129032,89.35357142857143,89.43387096774192,89.32933333333334,89.62903225806451,89.85966666666667,89.73,89.82483870967742,9.0,5.0,8.0,2.0,0.0,0.0,0.0,0.0,5.9229032258064525,5.05,4.107741935483871,0.0,0.0,0.0,0.0,0.0,1.1861290322580647,1.0989285714285715,0.9816129032258064,1.3496666666666668,1.5554838709677419,2.031,2.334838709677419,2.19,IT
abruzzo,italy,2015,374.70001220703125,1.3548387096774193,0.8732142857142857,3.9803225806451614,7.561000000000001,13.266774193548386,17.249333333333333,23.732580645161292,20.79290322580645,88.92548387096774,91.67464285714286,86.54451612903226,77.40666666666667,71.9183870967742,62.72133333333333,52.40806451612904,62.54419354838709,3.4680645161290324,2.9914285714285715,3.8787096774193546,2.887,2.677096774193548,2.2736666666666663,1.7625806451612904,1.8638709677419356,89.57612903225807,89.0825,89.59935483870967,89.895,89.75193548387097,90.03566666666667,90.00161290322582,89.98129032258065,22.0,22.0,15.0,5.0,0.0,0.0,0.0,0.0,13.761612903225807,16.520357142857144,8.29225806451613,2.9166666666666665,0.07548387096774194,0.0,0.0,0.0,0.9093548387096775,0.915,1.1080645161290323,1.1496666666666668,1.6164516129032258,1.9780000000000002,2.4819354838709677,2.3687096774193552,IT
abruzzo,italy,2016,375.4700012207031,2.4706451612903226,4.5151724137931035,4.345806451612903,9.987666666666666,11.620000000000001,16.80366666666667,21.431612903225805,19.699354838709677,88.20935483870967,87.34896551724138,85.24548387096775,72.10166666666667,75.05774193548388,68.17066666666666,56.62612903225807,58.64032258064516,3.4525806451612904,3.9793103448275864,3.420645161290323,2.9796666666666667,2.9625806451612906,2.1763333333333335,1.9409677419354838,2.4064516129032256,89.61451612903227,89.41724137931034,89.12645161290322,89.45366666666668,89.51870967741935,89.74966666666666,90.00870967741936,90.07096774193548,18.0,10.0,11.0,2.0,0.0,0.0,0.0,0.0,8.69516129032258,6.0344827586206895,8.341935483870968,1.745,0.10064516129032258,0.0,0.0,0.0,0.9880645161290322,1.08,1.0551612903225807,1.2823333333333333,1.501290322580645,2.1173333333333333,2.4003225806451614,2.1309677419354838,IT
abruzzo,italy,2017,377.2099914550781,-1.8867741935483873,3.639642857142857,5.751290322580645,8.0,13.218064516129031,20.51833333333333,22.498709677419356,23.981290322580644,88.99806451612903,87.75250000000001,77.0009677419355,74.45366666666668,67.17548387096774,53.102,43.74290322580645,38.13709677419355,4.024516129032258,3.0225,3.741612903225806,2.9886666666666666,2.55741935483871,2.308666666666667,2.3235483870967744,2.214193548387097,89.59709677419356,89.82892857142858,89.73258064516129,89.71066666666667,89.83935483870968,89.92833333333333,89.93709677419355,90.1058064516129,30.0,10.0,13.0,5.0,0.0,0.0,0.0,0.0,16.054516129032258,4.966428571428572,3.528387096774194,1.7183333333333333,0.0,0.0,0.0,0.0,0.7235483870967742,1.0525,0.9380645161290323,1.1233333333333335,1.5158064516129033,2.052,2.0141935483870967,2.0464516129032257,IT
abruzzo,italy,2018,351.69000244140625,3.443548387096774,0.38357142857142856,3.684516129032258,10.963,13.753870967741936,17.115000000000002,21.259354838709676,20.662258064516127,86.56,87.32142857142857,88.16451612903225,72.193,78.79709677419355,68.50533333333333,57.03774193548387,61.71,2.9638709677419355,3.0725000000000002,3.9374193548387098,2.4603333333333333,1.9258064516129034,2.591333333333333,2.321290322580645,1.7858064516129033,89.75225806451614,88.90071428571427,88.61,89.71366666666667,89.59,89.69766666666666,89.84870967741935,89.94419354838709,17.0,22.0,13.0,1.0,0.0,0.0,0.0,0.0,4.712580645161291,14.929642857142857,11.09,0.13,0.0,0.0,0.0,0.0,0.9383870967741935,0.8946428571428572,1.0970967741935482,1.3423333333333334,2.037741935483871,2.1540000000000004,2.2993548387096774,2.570967741935484,IT
abruzzo,italy,2019,365.92999267578125,-1.0238709677419355,2.4775,5.634838709677419,8.010666666666667,9.168387096774193,20.026333333333334,21.95709677419355,23.37741935483871,90.50967741935484,80.98464285714286,76.4416129032258,76.02333333333333,82.01483870967742,58.30233333333333,54.88290322580645,49.081935483870964,3.769032258064516,4.661785714285714,3.5664516129032258,2.4113333333333333,2.9000000000000004,2.3726666666666665,2.214193548387097,1.4038709677419356,89.00935483870968,90.01178571428571,89.83741935483872,89.40866666666668,89.3241935483871,90.05,89.81,90.02483870967743,30.0,17.0,8.0,1.0,1.0,0.0,0.0,0.0,17.215161290322584,12.556785714285715,6.603225806451613,0.6246666666666667,1.7638709677419355,0.0,0.0,0.0,0.7516129032258064,0.7699999999999999,0.9441935483870968,1.2126666666666668,1.583225806451613,2.0343333333333335,2.456774193548387,2.5374193548387094,IT
abruzzo,italy,2020,371.3699951171875,2.155806451612903,4.411379310344827,4.854516129032258,8.272,12.812903225806451,15.8,21.497741935483873,22.442580645161293,82.56483870967743,77.16620689655173,79.17,70.31733333333334,69.14129032258064,69.24766666666666,53.98774193548387,51.88645161290323,2.364516129032258,3.754137931034483,3.3693548387096777,2.6733333333333333,3.2219354838709675,2.695666666666667,1.7335483870967743,2.414193548387097,90.3958064516129,89.98620689655172,89.4816129032258,89.74866666666667,89.88064516129033,89.64633333333333,89.90387096774194,89.77193548387096,19.0,11.0,12.0,6.0,0.0,0.0,0.0,0.0,1.0074193548387096,5.225862068965518,5.821935483870968,2.864666666666667,0.0,0.0,0.0,0.0,0.832258064516129,0.9,1.03,1.1323333333333332,1.5787096774193548,2.0016666666666665,2.296774193548387,2.4229032258064516,IT
abruzzo,italy,2021,371.739990234375,0.40677419354838706,4.019285714285714,3.237741935483871,6.09,11.675483870967742,19.118666666666666,22.32032258064516,22.125806451612902,91.81741935483872,80.99607142857143,80.54838709677419,78.71499999999999,74.1983870967742,58.086999999999996,50.729677419354836,49.99258064516129,3.609677419354839,3.1875,3.0361290322580645,2.6106666666666665,3.193225806451613,2.0336666666666665,2.3574193548387097,2.3774193548387097,89.08064516129032,89.92678571428571,89.87387096774194,89.611,89.7041935483871,90.06466666666667,89.85548387096775,89.88290322580644,24.0,10.0,18.0,12.0,0.0,0.0,0.0,0.0,16.635806451612904,7.841428571428572,10.107096774193549,4.348666666666667,0.0,0.0,0.0,0.0,0.8999999999999999,0.8996428571428572,0.877741935483871,1.1056666666666668,1.4835483870967743,2.1393333333333335,2.3070967741935484,2.286774193548387,IT
abruzzo,italy,2022,326.8299865722656,1.3580645161290323,3.209285714285714,2.755806451612903,7.181333333333333,15.602580645161291,21.857666666666667,24.414516129032258,21.59967741935484,83.30870967741936,80.40285714285713,76.56645161290322,73.78133333333334,62.60290322580645,48.23966666666667,42.02258064516129,54.384516129032264,3.374193548387097,3.635357142857143,2.9132258064516128,3.4926666666666666,2.2074193548387098,2.4853333333333336,1.961290322580645,1.865483870967742,89.9841935483871,89.83464285714285,90.07709677419355,89.35266666666666,89.9358064516129,89.98,90.10935483870968,89.82000000000001,24.0,13.0,18.0,7.0,0.0,0.0,0.0,0.0,13.282903225806452,9.067857142857143,7.332580645161291,4.062666666666667,0.0,0.0,0.0,0.0,0.734516129032258,0.8189285714285715,0.7874193548387097,1.0283333333333333,1.7583870967741935,2.1910000000000003,2.37,2.5187096774193547,IT
"adana, mersin",türkiye,2000,2394.5,5.856129032258064,7.695172413793103,10.538064516129033,17.71333333333333,21.02258064516129,27.244666666666667,31.467741935483872,30.103870967741937,70.97,68.4455172413793,68.49838709677418,72.673,67.0983870967742,45.61233333333333,43.905806451612904,49.369032258064514,3.362258064516129,3.0851724137931034,3.063225806451613,3.2933333333333334,2.734516129032258,3.4653333333333336,3.6109677419354838,3.492903225806452,100.6925806451613,100.9955172413793,100.78677419354838,100.22133333333333,100.23032258064515,99.87633333333333,99.52258064516128,99.69258064516129,14.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,7.056774193548387,1.5344827586206897,0.9067741935483871,0.0,0.0,0.0,0.0,0.0,1.8219949807959415,1.8219949807959415,1.8219949807959415,1.8219949807959415,1.8219949807959415,1.8219949807959415,1.8219949807959415,1.8219949807959415,TR
"adana, mersin",türkiye,2001,2053.60009765625,10.108387096774194,10.662142857142857,15.96774193548387,18.243333333333332,21.282258064516128,26.738999999999997,29.720967741935485,29.658709677419353,68.03677419354838,68.39892857142857,70.15322580645162,66.12233333333333,60.74483870967742,53.31633333333333,57.94548387096774,59.68741935483871,2.4561290322580644,2.959285714285714,2.7551612903225804,3.2636666666666665,3.138387096774194,3.5686666666666667,4.321290322580645,3.5925806451612905,101.10548387096775,100.63821428571428,100.4483870967742,100.32933333333334,100.0758064516129,99.84833333333333,99.52516129032259,99.73774193548387,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07548387096774194,2.204285714285714,0.0,0.0,0.0,0.0,0.0,0.0,1.4745161290322581,1.4067857142857143,1.7112903225806453,1.8223333333333334,2.136451612903226,2.1353333333333335,3.011935483870968,3.2,TR
"adana, mersin",türkiye,2002,2102.10009765625,5.478709677419355,10.818214285714287,13.932258064516128,15.737,20.91322580645161,26.501666666666665,30.168064516129032,29.24483870967742,74.27193548387096,71.32678571428572,69.19774193548388,77.105,66.86064516129032,55.99733333333334,52.593548387096774,54.29451612903226,3.173225806451613,3.0692857142857144,2.810967741935484,2.722,2.833548387096774,3.4796666666666667,3.5983870967741933,3.5048387096774194,101.14096774193548,100.97642857142857,100.39032258064516,100.20166666666667,100.17354838709677,99.92466666666668,99.68161290322581,99.68096774193549,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66258064516129,0.195,0.0,0.0,0.0,0.0,0.0,0.0,1.1703225806451614,1.2939285714285713,1.5009677419354839,1.9376666666666666,2.221290322580645,2.558666666666667,2.9935483870967743,2.9561290322580644,TR
"adana, mersin",türkiye,2003,2416.89990234375,9.494193548387097,7.003928571428572,10.193225806451613,15.566,24.031290322580645,26.092,30.063225806451616,30.470322580645163,76.11548387096774,75.65392857142857,71.79225806451613,74.95366666666668,56.08741935483871,58.521,49.03387096774193,50.156451612903226,3.1061290322580644,3.3760714285714286,3.072903225806452,3.055,2.9135483870967738,3.2576666666666667,3.892258064516129,3.6303225806451613,100.85096774193549,100.385,100.44096774193548,100.23766666666667,100.18161290322581,99.837,99.4932258064516,99.68806451612903,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1083870967741936,5.888214285714286,1.713548387096774,0.0,0.0,0.0,0.0,0.0,1.6312903225806452,1.26,1.3919354838709677,1.776,1.9906451612903227,2.6646666666666667,2.729032258064516,2.708064516129032,TR
"adana, mersin",türkiye,2004,2151.699951171875,7.753548387096774,8.006896551724138,12.768387096774193,16.376333333333335,20.978064516129034,26.587333333333333,30.448709677419355,29.08258064516129,81.39645161290322,77.4503448275862,69.12870967741935,62.04066666666667,65.43935483870968,54.833999999999996,44.965161290322584,58.420645161290324,3.363548387096774,3.2182758620689653,2.9396774193548385,3.1536666666666666,3.2577419354838706,3.6726666666666663,3.766451612903226,3.772903225806451,100.36677419354838,100.88586206896552,100.87838709677419,100.356,100.09225806451613,100.05333333333333,99.6183870967742,99.7216129032258,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,4.36,4.0137931034482754,0.12580645161290321,0.0,0.0,0.0,0.0,0.0,1.5241935483870968,1.4548275862068965,1.244516129032258,1.4953333333333334,2.072903225806452,2.4993333333333334,2.4516129032258065,2.863225806451613,TR
"adana, mersin",türkiye,2005,0.0,8.321290322580644,8.345,12.783870967741937,17.560333333333332,21.753548387096775,25.329666666666665,29.626129032258063,29.65548387096774,68.43935483870968,71.23857142857143,70.73516129032258,65.895,60.19935483870968,59.464666666666666,58.30903225806451,57.24193548387097,2.9696774193548388,3.2671428571428573,2.988709677419355,3.137,2.995483870967742,3.2993333333333337,4.385806451612903,4.038709677419355,100.80548387096775,100.63428571428572,100.5667741935484,100.44800000000001,100.17483870967742,99.93066666666667,99.62451612903226,99.67032258064516,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0577419354838709,2.818214285714286,0.10064516129032258,0.026000000000000002,0.0,0.0,0.0,0.0,1.3835483870967742,1.2775,1.4983870967741937,1.746,2.0864516129032262,2.466666666666667,2.831935483870968,2.9393548387096775,TR
"adana, mersin",türkiye,2006,0.0,6.841612903225807,9.576785714285714,13.150645161290322,17.329333333333334,22.276774193548388,26.669,29.04032258064516,30.148709677419355,68.31774193548387,75.35285714285715,78.03967741935485,73.069,61.81,57.593333333333334,56.69193548387097,59.56677419354838,3.351935483870968,3.031428571428571,3.1470967741935483,3.0296666666666665,2.9396774193548385,3.8616666666666664,3.92258064516129,4.067096774193549,100.90354838709678,100.58821428571427,100.40838709677419,100.13833333333334,100.26129032258065,99.99,99.60677419354839,99.6032258064516,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.595806451612903,2.0925,0.05032258064516129,0.026000000000000002,0.0,0.0,0.0,0.0,1.2964516129032257,1.4100000000000001,1.5925806451612903,1.9833333333333334,2.003548387096774,2.4356666666666666,2.9709677419354836,2.9274193548387095,TR
"adana, mersin",türkiye,2007,0.0,7.763225806451612,10.27,13.045806451612904,15.829333333333333,23.83258064516129,27.228,31.26806451612903,30.29548387096774,62.402903225806455,72.21321428571429,68.90129032258065,60.243,62.09935483870967,54.821,44.3416129032258,57.72354838709678,3.0012903225806453,2.862142857142857,3.239032258064516,2.9003333333333337,2.805483870967742,3.579333333333333,4.191612903225806,4.2138709677419355,101.25935483870968,100.47821428571429,100.44677419354838,100.29533333333333,100.05451612903227,99.72933333333334,99.51645161290323,99.5858064516129,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,2.5667857142857144,0.2770967741935484,0.026000000000000002,0.0,0.0,0.0,0.0,1.1209677419354838,1.514642857142857,1.4396774193548387,1.589,2.5961290322580646,2.421666666666667,2.583870967741935,3.239032258064516,TR
